OPN1,OPN2,OPN3,OPN4,AGG1,AGG2,AGG3,AGG4,NEU1,NEU2,NEU3,NEU4,EXT1,EXT2,EXT3,EXT4,CSN1,CSN2,CSN3,CSN4,AGE,GENDER,DENSITY,AVARAGE_TEMP,INVIDUALISM_SCORE,GP_AVG,PERSONALITY
3,5,5,5,3,5,4,5,4,2,3,1,3,3,2,1,3,1,1,4,57,2,3,9.75,80,5,Openness
3,2,5,5,4,2,5,3,4,4,1,4,1,5,5,4,2,4,1,5,57,1,3,9.75,80,3,Openness
4,4,5,3,1,3,4,4,3,1,5,4,2,3,5,4,1,1,5,5,61,2,3,9.75,80,3,Neuroticism
5,5,3,1,1,2,3,3,3,5,4,4,3,4,4,2,4,2,4,1,35,1,3,9.75,80,4,Neuroticism
2,5,4,1,4,3,4,2,1,3,3,4,2,4,1,3,2,3,3,1,22,1,3,9.75,80,1,Openness
5,4,2,2,1,3,4,1,3,5,2,5,2,3,3,4,4,3,2,3,39,1,3,9.75,80,2,Neuroticism
1,5,4,1,4,1,1,5,2,5,3,4,4,1,2,2,2,3,4,1,45,1,3,9.75,80,5,Neuroticism
5,1,5,2,3,1,5,2,1,5,3,3,3,5,2,1,2,5,4,1,46,2,3,9.75,80,5,Conscientiousness
3,3,5,1,5,1,2,3,4,2,2,4,3,2,4,3,3,3,4,3,29,1,3,9.75,80,2,Conscientiousness
3,1,2,1,2,2,4,2,3,3,5,4,5,3,3,5,2,1,4,4,29,2,3,9.75,80,1,Neuroticism
1,2,4,3,1,4,4,5,3,3,4,3,3,1,1,3,1,4,4,1,63,2,3,9.75,80,1,Neuroticism
5,2,3,5,3,5,2,3,5,5,2,4,4,2,1,5,3,2,5,3,14,2,3,9.75,80,5,Neuroticism
1,4,2,1,4,2,3,3,4,3,5,4,4,2,5,3,2,2,5,5,56,1,3,9.75,80,1,Neuroticism
5,4,1,5,1,5,3,2,3,2,4,2,4,1,4,4,1,2,5,5,73,1,3,9.75,80,2,Openness
4,4,5,2,4,3,4,2,5,2,5,5,3,2,1,4,3,4,3,1,17,1,3,9.75,80,2,Neuroticism
2,3,3,5,1,5,1,2,2,3,1,3,3,1,5,2,2,2,4,2,55,1,3,9.75,80,1,Openness
4,1,4,4,4,3,1,4,2,3,2,3,2,2,3,5,4,4,5,4,23,1,3,9.75,80,4,Conscientiousness
3,4,4,5,1,3,5,5,5,3,2,5,4,1,5,1,5,4,4,4,24,1,3,9.75,80,0,Conscientiousness
1,5,2,3,1,4,4,3,5,2,2,2,5,1,2,4,4,2,1,4,24,2,3,9.75,80,4,Agreeableness
5,5,4,2,2,3,5,2,5,4,3,5,5,3,4,2,4,2,5,3,13,2,3,9.75,80,4,Neuroticism
5,5,2,4,2,1,2,5,2,2,1,4,4,2,2,4,5,3,4,5,25,1,3,9.75,80,3,Conscientiousness
4,4,1,2,1,4,1,5,3,2,1,3,3,1,3,4,4,2,5,5,37,2,3,9.75,80,1,Conscientiousness
4,2,1,2,3,3,1,3,2,1,4,3,4,1,1,3,3,5,2,3,19,1,3,9.75,80,2,Conscientiousness
4,1,3,5,3,1,5,1,4,2,5,3,2,2,2,5,5,2,3,4,22,1,3,9.75,80,1,Neuroticism
2,5,3,5,2,4,2,4,4,3,1,5,5,5,2,1,4,3,2,3,14,2,3,9.75,80,3,Openness
2,4,3,4,4,2,2,3,3,4,3,3,3,3,5,4,3,3,4,4,72,1,3,9.75,80,0,Neuroticism
2,4,5,4,4,2,4,3,5,2,1,2,4,1,5,5,1,3,4,1,13,2,3,9.75,80,1,Extroversion
3,2,2,5,2,5,4,2,5,2,2,5,4,3,3,5,1,4,3,1,67,2,3,9.75,80,5,Agreeableness
1,4,1,3,2,3,4,2,2,3,4,4,3,3,4,1,2,4,2,1,55,1,3,9.75,80,3,Neuroticism
1,1,5,5,5,1,5,5,1,3,5,3,3,1,2,5,1,4,2,4,65,1,3,9.75,80,1,Agreeableness
1,2,1,5,2,2,5,1,2,3,1,5,3,2,1,5,1,2,1,3,57,1,3,9.75,80,4,Neuroticism
4,3,5,2,4,5,4,1,2,1,3,3,1,4,5,2,4,4,1,2,16,2,3,9.75,80,1,Openness
5,3,3,5,1,5,5,4,5,1,1,1,4,5,5,4,2,1,1,1,20,1,3,9.75,80,3,Extroversion
5,1,5,1,5,4,5,5,4,5,3,2,2,2,3,2,2,4,1,4,56,2,3,9.75,80,4,Agreeableness
3,5,5,1,1,3,4,2,2,4,4,4,1,4,2,2,3,5,1,4,46,2,3,9.75,80,3,Neuroticism
3,3,2,4,1,1,2,3,5,1,4,2,5,3,1,3,4,4,4,5,46,1,3,9.75,80,2,Conscientiousness
3,2,1,3,3,5,5,2,3,4,5,2,2,3,4,2,5,2,3,2,69,2,3,9.75,80,2,Neuroticism
2,1,1,1,1,4,1,3,4,5,5,5,3,3,4,5,5,3,4,1,36,1,3,9.75,80,4,Neuroticism
2,2,2,2,1,5,3,3,5,4,3,3,4,1,5,2,2,5,4,4,23,2,3,9.75,80,3,Neuroticism
4,2,1,2,5,1,4,4,1,4,4,3,5,4,1,5,2,4,5,2,15,2,3,9.75,80,4,Agreeableness
3,3,2,4,1,1,2,3,5,1,4,2,3,4,5,3,2,2,2,5,77,1,3,9.75,80,4,Extroversion
4,5,3,3,2,4,2,5,3,3,1,4,3,2,5,3,2,3,5,1,55,1,3,9.75,80,1,Openness
2,5,4,1,4,1,1,4,1,2,5,5,1,3,5,4,4,3,2,5,34,2,3,9.75,80,3,Neuroticism
3,2,2,4,5,3,2,3,2,5,2,2,3,3,2,2,2,1,3,4,61,2,3,9.75,80,3,Agreeableness
5,5,5,2,4,3,3,4,1,1,4,2,5,1,5,5,3,1,2,3,68,2,3,9.75,80,4,Agreeableness
5,4,1,1,1,4,1,5,2,3,1,2,1,3,1,1,5,1,1,5,18,2,3,9.75,80,2,Openness
2,2,3,2,3,3,3,5,1,1,1,3,4,5,4,2,5,5,5,5,51,1,3,9.75,80,4,Conscientiousness
3,2,3,1,3,1,3,5,3,1,5,3,5,4,1,2,5,5,4,1,46,1,3,9.75,80,4,Conscientiousness
1,5,1,3,5,4,3,2,1,2,2,5,5,2,2,5,5,3,5,1,37,2,3,9.75,80,3,Agreeableness
3,1,2,1,5,2,5,3,5,3,2,4,3,3,2,1,1,1,1,5,38,2,3,9.75,80,5,Agreeableness
1,1,5,5,1,2,3,1,1,2,3,3,3,4,4,5,2,3,3,4,23,2,3,9.75,80,3,Extroversion
1,2,2,5,3,2,4,5,3,5,4,4,1,4,1,2,3,2,2,5,33,1,3,9.75,80,3,Neuroticism
5,5,5,4,4,3,4,4,3,2,4,3,3,3,5,5,4,5,2,5,16,1,3,9.75,80,2,Openness
2,4,5,5,1,3,1,4,2,4,5,1,1,2,4,5,1,3,5,3,12,1,3,9.75,80,2,Openness
4,2,4,5,3,4,3,1,2,5,2,5,4,2,3,4,2,4,1,5,76,2,3,9.75,80,3,Neuroticism
2,1,5,4,4,2,3,3,2,5,5,4,1,3,4,1,5,1,4,5,19,2,3,9.75,80,3,Neuroticism
4,2,2,4,4,5,5,4,3,3,5,3,2,2,3,3,1,2,1,2,68,1,3,9.75,80,2,Agreeableness
1,4,1,2,1,3,3,2,3,1,1,2,4,3,5,5,4,5,1,4,56,2,3,9.75,80,2,Extroversion
3,2,3,5,4,5,1,2,1,3,3,4,5,2,5,2,2,4,5,1,75,2,3,9.75,80,2,Neuroticism
4,5,2,3,4,2,2,2,3,5,3,3,5,5,5,5,5,1,4,2,75,1,3,9.75,80,2,Extroversion
1,5,1,3,5,2,4,2,2,1,1,1,5,5,1,2,2,5,2,2,73,1,3,9.75,80,1,Agreeableness
3,5,1,4,3,3,1,1,5,4,5,5,4,4,5,2,3,1,4,1,20,1,3,9.75,80,3,Neuroticism
5,4,3,4,4,3,2,4,1,4,4,1,3,3,2,5,2,4,2,1,22,1,3,9.75,80,2,Openness
4,2,4,3,5,4,4,4,3,2,4,5,5,4,1,1,2,1,2,4,43,1,3,9.75,80,3,Agreeableness
4,1,1,3,5,3,2,2,5,5,3,2,2,5,2,3,2,2,1,4,57,1,3,9.75,80,5,Neuroticism
2,3,2,2,5,4,4,5,3,4,1,4,5,5,4,5,1,1,4,2,74,1,3,9.75,80,2,Agreeableness
1,4,2,5,4,5,2,5,1,4,4,1,3,2,5,5,1,3,3,5,67,1,3,9.75,80,1,Agreeableness
1,4,3,1,3,4,1,3,5,4,1,4,2,2,5,5,4,5,3,3,75,2,3,9.75,80,1,Neuroticism
3,4,2,4,2,3,5,4,3,4,2,3,3,2,1,4,5,5,4,5,74,2,3,9.75,80,3,Conscientiousness
5,3,4,1,2,5,4,1,3,2,1,1,3,2,4,4,1,1,3,4,22,2,3,9.75,80,3,Agreeableness
2,3,1,4,1,5,5,3,4,4,2,2,3,3,5,4,5,5,4,5,68,1,3,9.75,80,1,Conscientiousness
1,2,3,5,1,3,1,4,2,3,1,3,4,5,4,4,2,5,4,5,73,1,3,9.75,80,2,Extroversion
4,3,3,3,3,4,5,4,2,5,3,4,4,1,3,4,2,3,1,1,79,1,3,9.75,80,4,Agreeableness
5,2,4,4,1,4,5,3,5,4,5,1,2,5,5,2,5,1,3,2,42,2,3,9.75,80,5,Neuroticism
5,1,3,2,4,4,1,4,3,5,5,4,2,3,3,1,4,4,2,3,41,1,3,9.75,80,1,Neuroticism
2,1,3,5,5,5,5,3,1,5,1,2,3,5,4,2,4,2,1,2,51,1,3,9.75,80,5,Agreeableness
3,5,2,1,4,3,5,4,3,4,4,1,4,4,1,1,3,1,5,4,75,2,3,9.75,80,3,Agreeableness
4,5,4,2,5,2,4,5,1,3,3,3,3,2,5,1,3,3,4,5,12,2,3,9.75,80,5,Openness
1,2,3,1,4,5,3,1,2,1,5,1,3,4,4,4,2,3,5,3,39,2,3,9.75,80,2,Agreeableness
2,5,5,4,5,2,2,1,3,4,4,1,5,3,2,4,1,4,1,4,48,2,3,9.75,80,4,Openness
1,2,3,2,2,2,1,1,5,4,5,2,2,3,5,3,1,2,1,2,23,1,3,9.75,80,2,Neuroticism
1,1,1,2,3,2,2,3,2,5,5,2,3,1,1,3,5,5,4,2,45,1,3,9.75,80,5,Conscientiousness
2,5,1,1,5,4,2,5,2,2,3,4,5,1,2,3,4,2,4,5,57,2,3,9.75,80,3,Agreeableness
3,1,4,4,3,1,3,5,3,5,2,4,2,1,3,2,5,2,5,3,64,2,3,9.75,80,3,Neuroticism
5,1,4,3,1,4,5,2,1,1,4,1,4,5,2,4,4,3,2,4,77,2,3,9.75,80,5,Agreeableness
3,2,1,2,2,2,1,2,3,1,3,3,3,4,4,2,1,5,2,2,13,2,3,9.75,80,1,Extroversion
1,1,2,3,1,3,1,1,5,1,5,2,1,1,5,5,5,3,4,4,31,1,3,9.75,80,4,Conscientiousness
1,1,5,5,1,5,3,2,4,4,1,1,5,3,5,2,2,3,5,4,53,2,3,9.75,80,1,Agreeableness
1,2,2,3,2,3,3,3,3,1,1,4,3,1,3,4,1,5,2,2,29,1,3,9.75,80,2,Extroversion
5,3,1,2,2,1,5,1,5,2,2,4,1,2,1,5,1,3,2,4,70,2,3,9.75,80,1,Neuroticism
3,3,2,1,2,1,2,1,4,4,2,2,1,4,5,3,5,3,4,4,17,2,3,9.75,80,4,Conscientiousness
1,3,1,5,4,3,5,4,5,4,5,1,4,5,1,1,1,2,4,1,52,2,3,9.75,80,1,Agreeableness
1,2,2,3,4,2,4,3,5,1,2,3,4,1,2,1,3,3,1,1,36,1,3,9.75,80,4,Agreeableness
2,5,4,4,5,3,4,3,5,1,5,5,5,2,2,4,1,4,2,2,80,2,3,9.75,80,4,Neuroticism
2,1,2,2,4,4,5,2,1,3,4,3,4,1,2,2,2,5,4,3,38,2,3,9.75,80,1,Agreeableness
4,2,5,4,2,3,5,3,4,2,1,5,3,3,3,2,3,1,4,3,45,1,3,9.75,80,4,Openness
5,3,3,4,3,4,3,5,1,5,5,4,5,3,1,4,1,2,1,5,79,1,3,9.75,80,5,Neuroticism
3,1,4,5,5,2,1,5,3,5,3,3,1,1,1,5,4,2,5,2,18,1,3,9.75,80,4,Conscientiousness
3,4,1,1,3,5,4,3,4,2,5,1,3,5,2,1,2,1,1,3,63,1,3,9.75,80,1,Agreeableness
2,1,5,5,3,1,5,4,1,4,2,1,4,1,2,4,4,1,3,1,43,2,3,9.75,80,1,Agreeableness
1,1,3,4,5,2,2,1,5,4,1,1,3,1,1,5,5,4,3,4,54,1,3,9.75,80,1,Conscientiousness
1,2,1,1,3,3,4,1,5,2,4,1,3,1,4,4,5,2,5,4,19,2,3,9.75,80,3,Conscientiousness
2,3,5,3,1,3,1,1,2,2,2,3,4,1,5,1,2,3,5,3,34,2,3,9.75,80,3,Conscientiousness
4,2,2,2,1,3,5,3,1,5,4,1,4,2,2,1,4,5,4,1,30,1,3,9.75,80,2,Conscientiousness
4,1,1,4,3,2,2,1,1,3,2,1,4,3,5,1,4,5,2,4,35,2,3,9.75,80,2,Conscientiousness
5,3,5,4,1,3,1,3,1,3,1,2,2,3,2,2,4,4,1,1,23,1,3,9.75,80,2,Openness
3,3,2,2,2,4,4,2,4,2,5,1,1,2,4,5,3,3,2,1,17,1,3,9.75,80,5,Extroversion
2,3,5,5,1,3,2,2,5,1,5,5,5,2,3,3,1,5,4,4,22,2,3,9.75,80,3,Neuroticism
5,5,5,3,1,1,2,3,3,1,5,3,5,5,4,2,1,1,4,5,21,1,3,9.75,80,3,Extroversion
5,4,4,2,1,5,4,2,4,3,4,5,4,4,2,4,5,1,2,1,39,1,3,9.75,80,3,Neuroticism
5,2,1,1,5,3,2,4,5,2,4,5,4,2,4,5,3,4,1,4,13,1,3,9.75,80,3,Neuroticism
4,5,3,5,3,5,3,2,3,4,1,3,4,1,3,2,4,2,4,4,35,2,3,9.75,80,4,Openness
2,1,5,4,3,2,5,4,4,4,4,1,1,3,1,2,1,4,2,5,69,2,3,9.75,80,4,Neuroticism
5,3,5,1,2,4,3,5,3,5,5,5,2,2,1,2,2,2,1,2,25,2,3,9.75,80,4,Neuroticism
4,5,1,2,2,5,3,3,2,1,5,3,4,1,3,2,2,2,5,1,30,1,3,9.75,80,2,Openness
5,3,2,2,4,4,2,2,5,5,2,5,2,4,3,3,1,4,2,1,18,1,3,9.75,80,5,Neuroticism
2,4,4,3,2,1,1,5,3,2,2,4,5,2,2,3,2,4,5,3,50,1,3,9.75,80,4,Conscientiousness
5,2,4,3,4,3,1,2,1,1,5,1,5,4,3,4,5,4,3,1,21,2,3,9.75,80,2,Extroversion
1,3,3,3,2,5,2,2,2,1,4,1,1,3,5,4,5,3,2,2,18,2,3,9.75,80,3,Extroversion
3,2,1,4,5,4,2,4,5,5,4,1,1,5,5,3,5,2,4,3,27,2,3,9.75,80,2,Neuroticism
2,2,5,1,2,5,4,1,5,2,1,5,4,4,3,3,4,5,5,1,73,1,3,9.75,80,1,Neuroticism
3,2,5,5,3,3,2,1,1,1,4,4,4,1,2,4,2,1,3,1,58,1,3,9.75,80,5,Openness
1,1,1,3,1,3,5,4,2,3,2,3,5,2,4,2,5,3,3,4,44,1,3,9.75,80,1,Conscientiousness
5,2,5,1,2,1,3,3,4,2,4,2,1,3,4,1,2,4,4,3,26,1,3,9.75,80,4,Conscientiousness
2,2,3,5,2,4,5,2,5,4,1,1,1,4,3,1,3,2,3,5,80,2,3,9.75,80,5,Neuroticism
1,2,5,2,5,5,2,2,3,2,5,2,5,4,1,4,3,2,5,5,25,2,3,9.75,80,2,Agreeableness
3,1,3,3,4,3,4,4,4,2,5,2,5,4,3,4,1,4,3,1,73,2,3,9.75,80,3,Agreeableness
5,3,3,5,5,4,3,1,5,2,3,2,5,5,4,2,3,5,2,5,63,1,3,9.75,80,3,Extroversion
5,2,4,3,4,3,1,5,5,5,2,1,1,1,4,3,1,4,2,3,31,2,3,9.75,80,1,Neuroticism
3,1,3,4,3,3,4,1,1,5,2,4,5,1,5,4,2,5,5,3,76,2,3,9.75,80,1,Neuroticism
4,5,3,1,2,5,4,4,1,4,1,3,2,1,5,1,4,2,1,3,58,2,3,9.75,80,3,Agreeableness
3,4,2,3,3,1,1,4,5,5,5,2,5,4,4,1,4,2,4,1,62,2,3,9.75,80,4,Neuroticism
3,1,2,2,3,3,3,3,1,1,1,3,5,5,2,5,1,2,5,3,69,1,3,9.75,80,2,Extroversion
1,5,4,5,5,2,4,4,1,1,5,4,5,3,5,3,2,5,4,2,43,2,3,9.75,80,4,Agreeableness
1,5,5,2,5,4,1,4,1,5,3,5,2,2,1,1,2,1,4,4,53,1,3,9.75,80,3,Neuroticism
5,4,5,4,1,1,5,2,5,3,3,3,4,2,1,2,2,1,4,4,19,2,3,9.75,80,2,Openness
1,5,2,4,5,5,3,2,1,4,1,5,2,2,4,5,2,1,2,5,18,1,3,9.75,80,1,Extroversion
2,4,5,3,5,4,4,1,5,2,4,3,1,4,2,2,2,1,2,5,50,1,3,9.75,80,5,Openness
2,2,3,3,1,3,5,3,5,3,3,2,4,5,2,2,1,4,3,2,69,2,3,9.75,80,5,Neuroticism
5,3,2,2,5,4,3,3,2,3,4,5,1,2,5,3,5,2,1,4,52,2,3,9.75,80,5,Neuroticism
1,3,2,2,5,1,5,2,4,4,2,2,2,1,3,4,1,2,5,5,14,1,3,9.75,80,2,Conscientiousness
5,3,5,4,1,4,4,1,4,1,1,2,5,4,3,1,3,4,5,3,38,2,3,9.75,80,3,Openness
3,4,3,1,5,3,4,4,1,1,5,1,2,4,4,1,2,4,5,4,78,1,3,9.75,80,2,Agreeableness
5,2,5,2,2,4,2,1,1,4,2,5,1,5,3,1,5,1,4,4,49,2,3,9.75,80,5,Conscientiousness
2,4,4,5,2,1,3,3,4,2,4,2,5,3,2,4,2,1,4,2,80,1,3,9.75,80,3,Extroversion
4,3,4,4,5,3,1,2,2,4,3,5,2,5,3,3,3,1,2,1,60,1,3,9.75,80,1,Openness
3,5,3,3,1,1,3,4,4,5,1,3,1,5,3,5,1,1,3,1,33,1,3,9.75,80,2,Extroversion
5,2,4,4,2,1,5,4,3,2,5,3,5,5,2,2,5,2,1,4,42,2,3,9.75,80,2,Neuroticism
1,4,5,3,1,1,3,3,2,3,1,5,3,1,5,2,5,1,2,3,34,1,3,9.75,80,2,Openness
1,5,3,3,4,5,5,5,3,5,2,3,2,2,2,4,1,2,3,4,27,1,3,9.75,80,4,Agreeableness
3,5,5,5,2,2,5,1,5,3,1,2,3,5,3,3,1,4,5,4,74,1,3,9.75,80,5,Openness
3,3,2,1,2,5,4,2,4,3,1,3,1,5,1,4,1,4,1,4,34,2,3,9.75,80,2,Agreeableness
1,1,2,3,3,4,4,3,3,5,3,2,3,1,1,1,4,2,4,3,23,1,3,9.75,80,1,Neuroticism
4,1,2,4,3,2,5,2,5,1,4,3,4,1,3,5,5,2,4,5,53,2,3,9.75,80,1,Neuroticism
5,1,4,4,3,2,2,1,2,1,3,3,5,2,3,2,3,4,2,5,59,2,3,9.75,80,5,Conscientiousness
2,2,3,5,1,2,5,1,5,3,3,4,4,3,1,2,2,1,2,3,13,1,3,9.75,80,3,Neuroticism
3,2,1,2,3,2,3,1,2,1,1,2,2,2,4,2,2,5,1,4,25,1,3,9.75,80,3,Conscientiousness
1,2,1,5,2,3,4,4,1,3,4,4,5,5,4,4,3,3,2,2,76,2,3,9.75,80,4,Agreeableness
2,1,4,2,5,4,4,1,4,2,3,2,2,5,2,5,4,3,3,2,13,2,3,9.75,80,4,Agreeableness
4,5,3,3,1,4,3,4,5,4,2,4,4,1,5,3,5,3,5,4,68,1,3,9.75,80,1,Conscientiousness
3,3,2,5,2,1,2,1,4,3,5,2,5,2,5,5,3,3,5,5,20,2,3,9.75,80,1,Extroversion
3,3,5,2,5,5,1,1,2,2,3,4,3,1,4,1,4,4,4,4,34,1,3,9.75,80,1,Conscientiousness
5,5,3,1,2,1,1,1,2,1,4,1,2,2,1,2,1,1,4,4,71,2,3,9.75,80,3,Neuroticism
4,3,1,4,3,3,3,4,4,3,1,5,3,5,5,3,2,1,1,4,20,1,3,9.75,80,3,Extroversion
1,5,1,4,5,4,3,1,1,3,4,4,5,5,2,5,2,5,2,2,31,2,3,9.75,80,4,Agreeableness
1,3,2,4,1,5,5,5,3,2,5,2,4,2,1,2,4,3,1,5,76,1,3,9.75,80,1,Agreeableness
1,2,4,2,1,3,4,5,3,2,4,5,5,1,2,4,3,2,4,3,71,1,3,9.75,80,5,Neuroticism
1,3,3,5,5,2,1,3,5,1,1,4,1,3,2,1,4,1,4,2,33,1,3,9.75,80,2,Openness
4,3,4,5,4,3,1,4,3,2,4,3,1,4,4,3,4,5,1,3,45,2,3,9.75,80,1,Openness
4,1,3,5,4,2,4,5,2,4,3,4,3,4,3,2,3,3,2,5,65,2,3,9.75,80,5,Agreeableness
4,3,5,5,2,3,3,2,5,5,5,2,4,4,1,4,5,3,4,2,63,1,3,9.75,80,4,Neuroticism
4,4,4,4,5,4,2,4,4,2,1,2,1,4,3,1,5,3,3,1,37,2,3,9.75,80,5,Openness
2,3,4,5,3,2,3,4,5,2,5,1,2,3,2,5,2,1,3,4,55,1,3,9.75,80,3,Openness
2,1,2,4,3,3,1,5,5,2,2,2,5,4,4,1,2,3,3,5,40,1,3,9.75,80,1,Agreeableness
1,4,5,4,2,3,1,4,5,1,4,1,1,2,5,5,5,5,5,5,14,2,3,9.75,80,1,Conscientiousness
4,1,4,4,1,4,4,1,1,2,3,2,3,5,1,1,1,3,5,2,68,1,3,9.75,80,2,Openness
4,2,5,1,2,1,1,1,2,4,5,2,3,5,1,4,1,4,4,2,41,1,3,9.75,80,4,Conscientiousness
4,5,5,1,3,4,2,4,4,3,1,3,4,3,1,4,1,4,1,2,66,1,3,9.75,80,3,Openness
3,1,5,5,2,2,3,4,1,1,3,4,3,4,3,4,5,1,1,3,63,2,3,9.75,80,1,Agreeableness
1,4,1,5,4,5,1,4,1,1,4,3,4,2,4,4,4,3,3,1,32,2,3,9.75,80,2,Agreeableness
3,4,1,5,2,2,3,1,4,3,5,4,5,5,3,5,5,4,3,3,70,2,3,9.75,80,2,Neuroticism
3,5,1,2,5,4,4,1,3,4,3,3,3,2,2,3,3,4,3,2,69,2,3,9.75,80,4,Neuroticism
3,5,1,1,5,4,5,5,3,3,2,2,2,1,2,3,3,2,4,3,64,1,3,9.75,80,1,Agreeableness
5,5,5,4,2,1,4,5,1,5,4,5,1,5,4,1,4,1,5,4,12,2,3,9.75,80,4,Openness
5,5,5,2,3,3,2,1,1,1,5,3,2,5,2,2,5,1,3,2,43,1,3,9.75,80,4,Openness
2,3,3,4,3,1,3,4,5,3,1,5,4,3,5,3,2,1,3,5,46,2,3,9.75,80,2,Neuroticism
5,2,5,4,2,2,3,1,5,2,1,3,1,3,3,2,3,5,2,3,68,1,3,9.75,80,2,Openness
4,2,4,4,3,4,1,4,2,5,1,2,5,2,1,1,5,5,5,3,71,1,3,9.75,80,4,Conscientiousness
4,5,1,5,5,5,4,5,2,5,1,2,2,4,2,4,5,3,3,2,27,1,3,9.75,80,5,Agreeableness
1,3,3,3,2,2,3,3,4,2,1,1,1,4,3,4,2,4,5,4,12,1,3,9.75,80,1,Extroversion
4,2,1,4,2,4,4,5,4,1,3,1,4,2,1,3,1,4,5,4,42,2,3,9.75,80,2,Agreeableness
1,5,5,3,2,2,1,2,1,3,2,5,1,4,5,1,1,5,1,4,18,1,3,9.75,80,4,Extroversion
1,5,1,3,2,1,4,5,2,2,2,2,3,1,3,5,3,2,4,5,31,2,3,9.75,80,5,Conscientiousness
2,5,5,5,1,4,3,3,1,4,2,4,2,1,5,4,4,1,4,3,27,2,3,9.75,80,4,Openness
1,3,3,2,3,1,5,4,1,5,5,4,3,3,3,3,4,4,1,3,66,1,3,9.75,80,4,Neuroticism
2,3,3,3,5,5,4,1,3,5,2,2,4,5,3,2,5,1,2,2,68,1,3,9.75,80,2,Agreeableness
4,2,5,5,1,5,1,5,4,4,4,2,3,3,2,3,2,5,2,1,26,2,3,9.75,80,2,Openness
3,4,4,3,1,4,3,3,2,5,4,2,1,2,5,4,2,1,3,1,25,1,3,9.75,80,2,Openness
3,3,5,5,3,1,4,1,3,2,5,2,4,2,2,1,5,4,2,3,78,2,3,9.75,80,2,Neuroticism
1,2,5,4,2,3,1,3,3,1,5,5,5,4,2,1,1,4,1,3,53,2,3,9.75,80,4,Neuroticism
3,5,2,4,2,3,5,4,2,5,2,4,1,3,5,3,2,4,5,4,17,1,3,9.75,80,4,Conscientiousness
3,3,3,5,1,2,1,2,1,4,2,2,1,4,1,1,5,3,3,5,71,1,3,9.75,80,4,Conscientiousness
2,5,5,1,3,3,5,3,2,5,4,3,3,3,1,5,2,1,4,4,21,2,3,9.75,80,5,Neuroticism
2,5,5,1,5,2,4,5,4,1,3,3,1,2,5,3,4,1,5,2,12,2,3,9.75,80,4,Agreeableness
5,4,5,4,3,1,3,1,1,4,3,3,1,4,5,2,1,5,4,3,29,1,3,9.75,80,5,Openness
3,3,2,2,3,4,1,2,5,3,3,5,3,3,5,2,5,5,5,1,79,1,3,9.75,80,4,Neuroticism
5,4,4,4,4,5,4,4,3,5,5,4,1,1,2,1,3,2,4,5,73,1,3,9.75,80,1,Neuroticism
3,4,4,4,3,1,1,1,4,5,2,5,4,5,5,5,3,1,4,2,35,1,3,9.75,80,1,Extroversion
1,1,2,2,1,2,3,2,4,2,1,1,3,5,5,2,2,4,5,1,57,2,3,9.75,80,2,Conscientiousness
2,4,5,3,5,1,5,5,2,4,4,5,4,5,4,3,2,2,1,3,35,2,3,9.75,80,1,Agreeableness
5,4,4,4,3,1,3,2,2,3,4,1,3,1,1,1,2,3,2,1,26,2,3,9.75,80,1,Openness
4,4,4,2,5,4,5,3,1,1,4,5,5,2,2,4,1,5,1,3,56,1,3,9.75,80,3,Agreeableness
5,3,5,3,4,1,2,4,5,4,3,4,1,2,1,5,5,1,3,4,40,2,3,9.75,80,3,Neuroticism
3,5,4,1,3,4,2,3,2,5,5,1,4,1,4,1,5,3,5,3,46,1,3,9.75,80,4,Conscientiousness
3,1,1,2,4,5,2,5,1,4,5,3,1,5,5,5,4,1,5,1,72,2,3,9.75,80,5,Agreeableness
1,1,5,4,4,4,1,1,5,3,2,5,1,1,5,2,5,3,3,1,39,2,3,9.75,80,2,Neuroticism
3,4,2,2,1,4,4,3,3,3,3,5,3,2,1,3,5,5,5,4,67,1,3,9.75,80,3,Conscientiousness
1,5,3,5,2,1,5,1,1,4,2,3,2,4,4,3,4,5,1,4,70,1,3,9.75,80,5,Conscientiousness
4,3,3,2,2,5,4,1,3,2,1,2,2,3,1,1,5,4,5,2,30,2,3,9.75,80,1,Conscientiousness
2,1,5,4,3,3,1,1,3,5,3,2,3,1,2,4,3,3,4,5,62,1,3,9.75,80,2,Conscientiousness
3,1,4,2,5,2,1,5,5,4,4,1,1,3,2,5,3,2,5,1,80,2,3,9.75,80,5,Neuroticism
4,2,3,4,2,4,2,5,5,3,5,3,5,4,4,3,1,2,1,5,68,2,3,9.75,80,4,Neuroticism
4,1,1,2,5,3,1,4,3,4,2,2,4,4,2,1,3,5,2,1,60,2,3,9.75,80,5,Agreeableness
1,4,3,3,4,4,3,2,2,4,4,5,5,1,3,4,1,3,4,4,51,2,3,9.75,80,5,Neuroticism
5,3,1,4,2,3,1,5,3,4,1,2,2,3,2,1,2,5,1,5,19,1,3,9.75,80,2,Openness
1,4,5,3,2,2,1,3,3,4,2,3,2,5,3,2,3,4,2,1,47,2,3,9.75,80,4,Neuroticism
1,5,5,1,3,4,2,2,2,2,5,4,3,3,3,2,3,3,3,2,40,2,3,9.75,80,1,Neuroticism
4,4,1,4,4,5,2,3,2,2,4,5,1,3,2,3,5,2,4,4,52,1,3,9.75,80,1,Conscientiousness
